feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,feature_181,feature_182,feature_183,feature_184,feature_185,feature_186,feature_187,label
0.068259,0.524493,0.775744,0.122050,0.859761,0.290001,0.507479,0.731314,0.997510,0.892624,0.439704,0.433175,0.774297,0.064428,0.797353,0.661887,0.830548,0.572457,0.441255,0.508366,0.420083,0.532660,0.653556,0.670463,0.272227,0.085942,0.661952,0.734781,0.139598,0.751784,0.716001,0.429983,0.305359,0.180640,0.609491,0.528917,0.478552,0.541476,0.668800,0.055742,0.567972,0.129115,0.784009,0.733824,0.037390,0.595358,0.536829,0.579433,0.970205,0.295934,0.055457,0.077094,0.763990,0.026099,0.000704,0.442870,0.175466,0.101429,0.277820,0.490040,0.182804,0.796559,0.585238,0.336041,0.863689,0.300579,0.084535,0.585156,0.419220,0.738999,0.193959,0.871981,0.973884,0.324983,0.393017,0.421347,0.178907,0.852705,0.499191,0.904239,0.170730,0.321527,0.161181,0.314040,0.482053,0.864502,0.988285,0.622571,0.504798,0.991838,0.636724,0.613306,0.068939,0.601007,0.312279,0.999539,0.348427,0.028274,0.249569,0.444603,0.856172,0.909503,0.976051,0.678767,0.444585,0.918896,0.550168,0.461994,0.031195,0.762561,0.435037,0.023504,0.494846,0.066453,0.610929,0.322775,0.387186,0.092572,0.179755,0.331971,0.585586,0.220868,0.314864,0.037808,0.485906,0.912175,0.964915,0.390918,0.181625,0.142052,0.699435,0.466021,0.953941,0.910208,0.697188,0.493626,0.248710,0.614681,0.213728,0.077708,0.839702,0.429045,0.897691,0.480880,0.469876,0.693523,0.189001,0.794411,0.318362,0.447690,0.690021,0.806422,0.110653,0.090924,0.754331,0.886360,0.142626,0.029888,0.205918,0.300573,0.692053,0.765398,0.494446,0.915975,0.961685,0.521021,0.872722,0.976121,0.986686,0.691892,0.755147,0.867110,0.326895,0.153520,0.092003,0.582368,0.722113,0.460796,0.440323,0.573328,0.833365,0.952000,0.448104,0.199605,0.130019,0.655523,0.221270,0.258130,1.000000
0.493163,0.458356,0.314980,0.421091,0.405280,0.454865,0.451530,0.521091,0.238088,0.315252,0.461020,0.608415,0.507888,0.389182,0.516699,0.522882,0.449804,0.421671,0.562429,0.602128,0.485517,0.431200,0.508581,0.623521,0.496021,0.527389,0.400820,0.530212,0.661901,0.486512,0.383966,0.405469,0.341305,0.469699,0.439010,0.424572,0.546064,0.489934,0.279102,0.569596,0.549590,0.606340,0.481572,0.501246,0.562166,0.469022,0.490967,0.552927,0.401710,0.579663,0.399338,0.649539,0.413006,0.468775,0.400533,0.583359,0.555066,0.504056,0.541083,0.391893,0.470854,0.563707,0.487674,0.516370,0.587463,0.541994,0.576894,0.456506,0.462554,0.513306,0.324325,0.607921,0.440770,0.521737,0.540728,0.565352,0.540339,0.536526,0.471978,0.619869,0.454687,0.474539,0.543787,0.496681,0.460869,0.623024,0.357431,0.606252,0.558272,0.606806,0.797908,0.436709,0.568118,0.624878,0.549537,0.265216,0.656457,0.312381,0.585646,0.693040,0.639754,0.500781,0.528073,0.520184,0.607918,0.404711,0.364837,0.519412,0.341153,0.408559,0.427552,0.471774,0.389853,0.499594,0.360251,0.489247,0.389313,0.454670,0.573708,0.487288,0.582287,0.788390,0.614083,0.463118,0.688077,0.336867,0.467115,0.506143,0.274806,0.422564,0.497157,0.557204,0.566313,0.433989,0.670817,0.525719,0.762866,0.492798,0.713041,0.593530,0.387017,0.669505,0.522948,0.344949,0.528784,0.703913,0.614678,0.610809,0.479550,0.325645,0.363983,0.617667,0.597901,0.616365,0.449707,0.396965,0.363268,0.578077,0.449297,0.523356,0.326525,0.450169,0.381301,0.617848,0.535906,0.725832,0.460075,0.580581,0.600768,0.464605,0.453539,0.675410,0.510225,0.491680,0.295857,0.398571,0.630629,0.594315,0.484967,0.504619,0.704995,0.589189,0.518365,0.449651,0.440678,0.550776,0.549632,0.569420,0.000000
0.528919,0.279842,0.636205,0.466375,0.626179,0.538692,0.513590,0.489417,0.634241,0.533574,0.462294,0.613759,0.610241,0.463728,0.453386,0.573654,0.727144,0.412567,0.636733,0.478561,0.617522,0.462307,0.419510,0.643791,0.480777,0.565452,0.503878,0.607909,0.378072,0.527410,0.322910,0.522072,0.686717,0.554391,0.584837,0.435948,0.566487,0.625315,0.556778,0.405568,0.438870,0.364480,0.556436,0.611178,0.613886,0.456497,0.526781,0.647331,0.385402,0.665184,0.432344,0.500777,0.405582,0.679347,0.446354,0.519432,0.769348,0.504830,0.407305,0.641746,0.518181,0.335981,0.366663,0.503578,0.499723,0.584235,0.411221,0.461762,0.607869,0.463578,0.627435,0.393083,0.407627,0.577207,0.436282,0.434551,0.397381,0.300909,0.423781,0.550293,0.586459,0.612576,0.527931,0.692319,0.418003,0.389886,0.512852,0.553506,0.559934,0.266515,0.488670,0.628004,0.521623,0.362179,0.536784,0.553336,0.401448,0.447565,0.502182,0.505941,0.446087,0.452623,0.265242,0.641983,0.626806,0.342284,0.388116,0.302210,0.353632,0.483945,0.469965,0.319117,0.546569,0.441557,0.320695,0.426644,0.475137,0.509225,0.511467,0.338356,0.518154,0.612604,0.501825,0.357748,0.406509,0.476349,0.498722,0.484799,0.367701,0.430585,0.450739,0.519355,0.460553,0.662900,0.487171,0.540405,0.600748,0.650239,0.378195,0.447172,0.470831,0.469764,0.356090,0.470023,0.477358,0.541228,0.486820,0.385931,0.474182,0.405937,0.570709,0.394245,0.458401,0.429632,0.562886,0.567824,0.515258,0.430935,0.554685,0.476138,0.403189,0.653924,0.375942,0.548250,0.617156,0.480984,0.619870,0.433311,0.393431,0.514881,0.394604,0.618791,0.652178,0.299108,0.220426,0.593577,0.500407,0.365642,0.634972,0.449257,0.538606,0.423879,0.630411,0.307809,0.439048,0.478994,0.472933,0.490933,0.000000
0.829617,0.323755,0.946049,0.987550,0.403654,0.939214,0.020320,0.398424,0.697868,0.874502,0.538311,0.337664,0.339914,0.025909,0.599575,0.396415,0.695908,0.985266,0.175761,0.138453,0.900740,0.686855,0.350580,0.476185,0.051624,0.740171,0.525175,0.417611,0.418918,0.828975,0.832501,0.483508,0.610407,0.983801,0.451082,0.085472,0.744135,0.314305,0.843315,0.999037,0.741201,0.103614,0.683982,0.468479,0.586310,0.562799,0.149979,0.151922,0.732460,0.688180,0.982901,0.998939,0.609220,0.577633,0.670728,0.097407,0.913353,0.686716,0.010928,0.976149,0.886713,0.308747,0.176162,0.706601,0.660769,0.459000,0.931010,0.453448,0.373176,0.792416,0.763804,0.142677,0.496958,0.948805,0.945404,0.131805,0.449374,0.887425,0.904720,0.860244,0.721003,0.261083,0.489581,0.560925,0.863749,0.699623,0.614691,0.096924,0.392265,0.367294,0.561134,0.260144,0.469316,0.300046,0.444509,0.033651,0.975641,0.438042,0.946895,0.507297,0.635530,0.817557,0.596665,0.323140,0.040042,0.681839,0.743986,0.049121,0.736568,0.611718,0.673905,0.405403,0.394514,0.624498,0.532133,0.189096,0.381339,0.416468,0.105711,0.733289,0.164002,0.788395,0.175340,0.300747,0.353415,0.025907,0.352203,0.090247,0.539054,0.898609,0.527488,0.245284,0.997146,0.440371,0.383675,0.174583,0.901165,0.302325,0.761302,0.174791,0.999931,0.390585,0.961223,0.283292,0.980414,0.715077,0.876006,0.263468,0.364348,0.770249,0.681211,0.893569,0.013153,0.752270,0.994496,0.982968,0.147676,0.131421,0.745142,0.568292,0.942172,0.783449,0.730569,0.222736,0.351431,0.126381,0.699819,0.815921,0.251524,0.190676,0.064870,0.939511,0.481078,0.892043,0.375985,0.502381,0.939984,0.134773,0.831981,0.648315,0.781190,0.437069,0.553466,0.234886,0.051065,0.843476,0.698750,0.902435,1.000000
0.384132,0.128823,0.003253,0.063966,0.588555,0.968420,0.303998,0.827924,0.372754,0.028041,0.302055,0.735092,0.940261,0.525772,0.029215,0.774704,0.398262,0.523592,0.554428,0.071772,0.287296,0.947908,0.158715,0.920477,0.928810,0.669601,0.976948,0.279598,0.486753,0.754667,0.734903,0.897839,0.723580,0.953857,0.259786,0.399024,0.895745,0.967771,0.409436,0.924039,0.628231,0.683217,0.177805,0.893807,0.563898,0.064924,0.002752,0.205167,0.027720,0.983158,0.224143,0.632328,0.580000,0.334869,0.357524,0.725274,0.191352,0.838991,0.323982,0.822002,0.178339,0.401140,0.889631,0.836839,0.242698,0.966983,0.503954,0.809512,0.775489,0.944380,0.883815,0.629368,0.957539,0.096452,0.290019,0.380746,0.651795,0.070240,0.286893,0.959087,0.905800,0.320948,0.113804,0.172796,0.085828,0.507568,0.434167,0.537218,0.112555,0.152777,0.807533,0.690863,0.270295,0.665225,0.679477,0.666923,0.798320,0.161970,0.258162,0.398207,0.777063,0.944332,0.100190,0.898319,0.108342,0.837222,0.740366,0.116144,0.485795,0.994381,0.907650,0.494955,0.450208,0.634588,0.659060,0.892149,0.502272,0.388257,0.992838,0.932025,0.582172,0.803027,0.900662,0.042370,0.688746,0.041543,0.019465,0.054841,0.021519,0.136476,0.575617,0.296098,0.071381,0.083136,0.577652,0.297180,0.765539,0.941945,0.949677,0.971942,0.548916,0.262550,0.599392,0.745799,0.876067,0.413545,0.983598,0.744824,0.642972,0.712016,0.057172,0.139628,0.876595,0.277851,0.480801,0.798495,0.007106,0.521887,0.619477,0.037155,0.916463,0.648549,0.441006,0.781261,0.341917,0.670880,0.944535,0.124740,0.261380,0.610450,0.163521,0.902812,0.871045,0.507435,0.007922,0.048211,0.300483,0.353454,0.392618,0.128382,0.302700,0.772650,0.450060,0.907960,0.578816,0.125607,0.449354,0.972767,1.000000
0.995972,0.698951,0.581772,0.049202,0.194754,0.490820,0.969113,0.798299,0.876839,0.312905,0.347913,0.903313,0.651277,0.606112,0.850735,0.262056,0.342431,0.266366,0.471761,0.678025,0.476349,0.640426,0.160398,0.407533,0.994831,0.787030,0.361239,0.100366,0.173232,0.674185,0.258696,0.304753,0.751710,0.452260,0.642850,0.093319,0.927476,0.754385,0.184827,0.725897,0.685677,0.060683,0.610681,0.208849,0.023745,0.308015,0.316844,0.716871,0.957154,0.149973,0.654393,0.740099,0.639045,0.353344,0.293683,0.363316,0.298448,0.704514,0.232815,0.824569,0.846867,0.345725,0.953582,0.792196,0.833838,0.118814,0.382761,0.004494,0.630120,0.919441,0.880011,0.869242,0.829703,0.989447,0.110526,0.883965,0.277446,0.458446,0.386139,0.600418,0.678517,0.487629,0.590256,0.222141,0.545347,0.772349,0.869359,0.251020,0.231249,0.721204,0.017203,0.379212,0.246056,0.942360,0.997783,0.258365,0.588263,0.359424,0.211332,0.530619,0.663733,0.491981,0.503460,0.054117,0.644944,0.125573,0.182631,0.933360,0.109843,0.778166,0.003141,0.168624,0.564212,0.964690,0.946218,0.860611,0.193110,0.346497,0.975219,0.142084,0.071316,0.119894,0.948332,0.512387,0.365249,0.594215,0.449924,0.663820,0.940592,0.870609,0.643289,0.166543,0.576999,0.653451,0.050155,0.919711,0.813378,0.950676,0.189760,0.025239,0.505181,0.609297,0.750398,0.896075,0.211363,0.178178,0.539135,0.405389,0.054772,0.026446,0.421202,0.787266,0.273781,0.210033,0.548589,0.082209,0.150403,0.933142,0.555593,0.516915,0.460050,0.196994,0.309803,0.896955,0.060854,0.107836,0.655487,0.774643,0.782736,0.076747,0.560729,0.696143,0.589418,0.734131,0.875615,0.432574,0.777787,0.220658,0.256510,0.878315,0.302451,0.187069,0.974254,0.766428,0.634646,0.681159,0.850552,0.041404,1.000000
0.730924,0.256029,0.346496,0.908135,0.238976,0.631651,0.888091,0.283739,0.806345,0.610779,0.502840,0.101079,0.108280,0.253105,0.770734,0.718771,0.207967,0.723115,0.094638,0.923632,0.228443,0.335608,0.611679,0.335087,0.859119,0.481939,0.978654,0.747246,0.843591,0.705668,0.822354,0.690121,0.727062,0.348064,0.600288,0.942009,0.858426,0.269357,0.871396,0.547426,0.349886,0.364242,0.208567,0.178471,0.642658,0.482674,0.992198,0.964255,0.315752,0.343727,0.134797,0.844692,0.431082,0.963127,0.164958,0.819059,0.285018,0.825494,0.512175,0.876198,0.378661,0.886568,0.035382,0.722717,0.818393,0.979527,0.472485,0.063702,0.921038,0.700198,0.351178,0.456658,0.655532,0.075244,0.608538,0.898741,0.261854,0.720484,0.799232,0.436616,0.541466,0.156512,0.422068,0.857077,0.626503,0.138821,0.465394,0.206545,0.956041,0.096723,0.938622,0.100563,0.983707,0.080586,0.148926,0.073286,0.362197,0.091165,0.020060,0.540267,0.977578,0.295979,0.834517,0.243122,0.457817,0.897654,0.905851,0.649492,0.607217,0.970638,0.941878,0.593885,0.685673,0.063755,0.225948,0.603033,0.113275,0.961363,0.136245,0.449002,0.699894,0.554806,0.110311,0.208091,0.996258,0.546820,0.683419,0.060839,0.198914,0.580700,0.263014,0.912346,0.846824,0.776688,0.622475,0.054110,0.941785,0.138229,0.387165,0.123984,0.180158,0.191492,0.134692,0.765692,0.173309,0.792990,0.970924,0.883352,0.652446,0.284193,0.735265,0.237494,0.619011,0.644157,0.954972,0.825038,0.769517,0.050898,0.662305,0.182715,0.319312,0.928948,0.966580,0.441960,0.364763,0.881714,0.805819,0.106501,0.661456,0.782418,0.463302,0.673453,0.862513,0.588065,0.833593,0.464819,0.867125,0.227556,0.692329,0.211985,0.760646,0.134745,0.245155,0.068782,0.749586,0.917833,0.175015,0.200263,1.000000
0.458302,0.714036,0.562159,0.458945,0.492977,0.502583,0.685709,0.394141,0.617245,0.572101,0.474167,0.409925,0.435045,0.325164,0.425288,0.394314,0.633272,0.413904,0.511440,0.725710,0.457746,0.230974,0.485646,0.538740,0.618554,0.528662,0.437750,0.376196,0.335760,0.447586,0.424197,0.399317,0.608300,0.531054,0.413422,0.351646,0.476146,0.465078,0.656042,0.495208,0.381500,0.324411,0.456437,0.314823,0.250257,0.458602,0.523049,0.399328,0.518943,0.504962,0.438880,0.595197,0.641188,0.441578,0.374644,0.487247,0.424575,0.454751,0.471048,0.719570,0.507052,0.411633,0.590356,0.733133,0.510178,0.567986,0.625920,0.711716,0.442078,0.553908,0.455023,0.667600,0.345529,0.656535,0.647784,0.691147,0.347068,0.632928,0.585219,0.566336,0.404433,0.537833,0.501622,0.334126,0.492138,0.522198,0.316338,0.437127,0.543348,0.473614,0.509095,0.383096,0.553367,0.598032,0.419091,0.478839,0.524916,0.349967,0.460149,0.454560,0.591918,0.812118,0.445144,0.436802,0.527487,0.318677,0.410270,0.645783,0.336796,0.669039,0.553962,0.462859,0.613939,0.596178,0.554229,0.741466,0.704599,0.614485,0.514016,0.607297,0.600376,0.524375,0.509219,0.258547,0.563972,0.531985,0.363188,0.622715,0.551902,0.554376,0.370089,0.373557,0.592981,0.456412,0.432852,0.552117,0.511415,0.302745,0.386652,0.541728,0.393738,0.383239,0.581448,0.567778,0.362909,0.514146,0.552824,0.495500,0.429455,0.263653,0.638201,0.639000,0.510141,0.515272,0.441168,0.410643,0.498856,0.388081,0.424403,0.489252,0.482182,0.448879,0.495739,0.582927,0.452437,0.410235,0.526686,0.377380,0.489058,0.598174,0.508243,0.499668,0.425139,0.467130,0.494304,0.395199,0.517969,0.551736,0.413206,0.580633,0.583427,0.335168,0.485680,0.589610,0.465018,0.395184,0.429294,0.325935,0.000000
0.629673,0.745020,0.585460,0.864693,0.541530,0.554860,0.226408,0.873749,0.339286,0.288314,0.118191,0.379843,0.559599,0.069438,0.462175,0.831440,0.553112,0.942730,0.368354,0.562600,0.374433,0.026051,0.525586,0.642917,0.341050,0.623124,0.315243,0.445988,0.632766,0.033769,0.149725,0.412673,0.564018,0.728336,0.321359,0.261557,0.983250,0.657798,0.406233,0.319219,0.208527,0.414768,0.010967,0.794996,0.800843,0.402275,0.388102,0.943365,0.646445,0.080085,0.949327,0.703918,0.700075,0.706361,0.345428,0.081879,0.932280,0.621614,0.696485,0.130412,0.237878,0.503025,0.646630,0.957191,0.766706,0.474064,0.766796,0.200833,0.491969,0.854812,0.637415,0.364380,0.390184,0.561745,0.733683,0.662380,0.746519,0.059465,0.261222,0.909403,0.429662,0.454736,0.113579,0.768412,0.420414,0.590433,0.883407,0.877499,0.568077,0.515871,0.090461,0.326162,0.037109,0.602359,0.467169,0.082529,0.632437,0.958226,0.663948,0.952757,0.698220,0.881168,0.248370,0.963260,0.788963,0.514340,0.183124,0.306781,0.333819,0.812779,0.192961,0.285034,0.467638,0.380173,0.123246,0.629881,0.482091,0.817262,0.279560,0.586467,0.971267,0.268703,0.332780,0.925423,0.473935,0.517492,0.491189,0.489085,0.657126,0.881790,0.265296,0.919249,0.137565,0.381629,0.204484,0.808568,0.725386,0.844337,0.721127,0.861747,0.542399,0.726191,0.956734,0.656211,0.732344,0.632611,0.297005,0.011365,0.825150,0.956134,0.308428,0.721034,0.020398,0.448648,0.479748,0.768763,0.716404,0.854643,0.052164,0.026067,0.342579,0.884398,0.094640,0.867980,0.801452,0.684929,0.066696,0.050409,0.848884,0.223824,0.673251,0.439974,0.876853,0.972230,0.062238,0.461172,0.540557,0.552063,0.965324,0.540223,0.370373,0.686314,0.658988,0.081598,0.618914,0.975852,0.360523,0.819752,1.000000
0.638903,0.815980,0.673435,0.233771,0.297190,0.055201,0.597706,0.570754,0.530064,0.291341,0.655168,0.076727,0.405805,0.129427,0.594885,0.074629,0.679622,0.077396,0.733040,0.605275,0.564315,0.867948,0.815472,0.305016,0.461457,0.212341,0.115168,0.507248,0.084645,0.480866,0.594157,0.045376,0.125595,0.927112,0.183120,0.893769,0.001135,0.230939,0.223264,0.626423,0.063308,0.425885,0.403343,0.227750,0.791609,0.843369,0.851336,0.377757,0.554303,0.768297,0.595848,0.186268,0.306131,0.356826,0.790088,0.148204,0.035180,0.162779,0.069035,0.166718,0.700626,0.465344,0.825136,0.711115,0.851432,0.646587,0.324195,0.398508,0.927585,0.877484,0.483980,0.575720,0.786851,0.399681,0.641630,0.262687,0.054346,0.638922,0.186133,0.901169,0.923427,0.508686,0.372974,0.881235,0.427232,0.804099,0.846527,0.965248,0.805008,0.968161,0.299806,0.649072,0.095887,0.217553,0.597566,0.594519,0.499238,0.883582,0.084242,0.704656,0.563482,0.878280,0.000243,0.798587,0.640319,0.178926,0.186810,0.303309,0.126449,0.252616,0.000720,0.923362,0.717585,0.149403,0.248277,0.368933,0.429253,0.013403,0.217967,0.058977,0.904051,0.130547,0.894158,0.689615,0.230879,0.811525,0.726392,0.692950,0.766856,0.711559,0.230877,0.486010,0.055022,0.412513,0.352617,0.332345,0.851662,0.359274,0.636527,0.981563,0.607898,0.673374,0.651231,0.392399,0.272618,0.544678,0.385896,0.964239,0.552459,0.083541,0.843072,0.168438,0.674802,0.885646,0.880507,0.809098,0.175253,0.133615,0.529212,0.637576,0.708449,0.402426,0.098906,0.726992,0.906148,0.661619,0.621609,0.615464,0.213130,0.127992,0.523060,0.889070,0.972651,0.350744,0.529519,0.877742,0.275941,0.868503,0.892217,0.865713,0.580728,0.435422,0.183949,0.358330,0.471772,0.743441,0.544635,0.785546,1.000000
0.482624,0.480714,0.456110,0.653591,0.510936,0.413604,0.489311,0.474000,0.323611,0.483181,0.722586,0.512514,0.466515,0.436586,0.485369,0.497801,0.729092,0.510835,0.293289,0.562572,0.523220,0.388373,0.368907,0.648899,0.285772,0.234902,0.349733,0.489922,0.653685,0.393816,0.496406,0.500765,0.557017,0.455440,0.459968,0.639678,0.355654,0.586996,0.641987,0.261525,0.466814,0.457602,0.348962,0.380596,0.350383,0.508658,0.444595,0.541501,0.522602,0.574223,0.346793,0.550390,0.386342,0.337535,0.594405,0.626604,0.651081,0.527844,0.522719,0.537090,0.536520,0.512207,0.597854,0.540768,0.623729,0.551259,0.742537,0.491640,0.521101,0.613137,0.457634,0.323009,0.452955,0.462638,0.346509,0.574671,0.598504,0.488067,0.541606,0.550003,0.501864,0.413521,0.622704,0.470992,0.614422,0.453712,0.665950,0.553375,0.433963,0.379397,0.708080,0.520554,0.674977,0.404515,0.428071,0.344849,0.684293,0.595642,0.413502,0.430995,0.476813,0.417571,0.356244,0.498213,0.415048,0.416363,0.591266,0.207807,0.335517,0.683246,0.550848,0.263795,0.564311,0.533417,0.488025,0.452192,0.518850,0.472803,0.667083,0.391297,0.646581,0.394589,0.577167,0.605750,0.723826,0.647752,0.546340,0.450445,0.641270,0.474845,0.475003,0.279752,0.663251,0.546139,0.434311,0.614462,0.549951,0.510979,0.446738,0.458612,0.648043,0.502807,0.431631,0.629347,0.342104,0.662718,0.431441,0.390022,0.609431,0.702566,0.609276,0.563580,0.543767,0.415952,0.431431,0.419343,0.507866,0.339648,0.346818,0.397689,0.595909,0.486367,0.508520,0.572827,0.621954,0.511821,0.461010,0.465944,0.468983,0.527375,0.506220,0.463799,0.638101,0.435114,0.724791,0.505393,0.473064,0.383147,0.447879,0.454343,0.548572,0.733019,0.467230,0.609209,0.502033,0.554628,0.650971,0.461402,0.000000
0.247271,0.839290,0.407334,0.783732,0.119912,0.296177,0.973012,0.970069,0.097995,0.096053,0.119038,0.169188,0.016350,0.618754,0.149057,0.947573,0.395491,0.595502,0.215901,0.856417,0.681448,0.083029,0.288483,0.213512,0.122503,0.671150,0.427110,0.716254,0.981821,0.237290,0.132503,0.465215,0.668474,0.521850,0.975220,0.181568,0.016407,0.152210,0.069619,0.320663,0.825643,0.680845,0.849365,0.349838,0.582580,0.290646,0.545402,0.343162,0.734242,0.231172,0.237624,0.104188,0.954181,0.551857,0.469639,0.523259,0.596754,0.338103,0.273696,0.724430,0.534149,0.898183,0.106430,0.427060,0.292347,0.475511,0.431372,0.294119,0.884603,0.120038,0.800120,0.708498,0.512996,0.029263,0.148493,0.432106,0.771018,0.739254,0.192761,0.435835,0.422687,0.753344,0.197035,0.467755,0.358128,0.211454,0.164671,0.868634,0.615696,0.078769,0.402717,0.835292,0.347753,0.432614,0.708616,0.541446,0.163996,0.217117,0.209427,0.105098,0.969367,0.619380,0.118493,0.950844,0.926693,0.981204,0.018088,0.086507,0.194139,0.925489,0.514661,0.987598,0.799490,0.943951,0.490713,0.445394,0.464229,0.780520,0.287960,0.653462,0.173926,0.256261,0.429534,0.133913,0.365699,0.960154,0.425728,0.435377,0.248871,0.388716,0.157778,0.467260,0.565869,0.181227,0.938827,0.310955,0.996301,0.924039,0.890977,0.915927,0.389288,0.901012,0.931410,0.245748,0.898120,0.792696,0.060001,0.180167,0.174082,0.148722,0.466554,0.551147,0.155736,0.124731,0.291235,0.159980,0.134036,0.700210,0.731874,0.043320,0.658362,0.361700,0.401046,0.119342,0.320555,0.952439,0.795293,0.383203,0.094480,0.032010,0.926026,0.238720,0.167907,0.847414,0.941109,0.519356,0.320707,0.426798,0.970722,0.992721,0.310477,0.439062,0.530153,0.407993,0.986328,0.180930,0.794708,0.408320,1.000000
0.460945,0.492868,0.413158,0.453020,0.350775,0.509573,0.424228,0.541668,0.550267,0.561122,0.301739,0.431786,0.449451,0.558319,0.596949,0.485482,0.646131,0.445857,0.629401,0.478887,0.520363,0.537398,0.476603,0.543681,0.755216,0.667474,0.401681,0.460237,0.632651,0.435004,0.379335,0.562822,0.396618,0.507156,0.463580,0.478335,0.430778,0.349093,0.640650,0.524072,0.444303,0.376973,0.395019,0.540479,0.488291,0.459410,0.487674,0.435839,0.445751,0.370501,0.578399,0.534899,0.551239,0.410134,0.471573,0.444331,0.452037,0.570980,0.513769,0.422061,0.492927,0.746816,0.484788,0.584678,0.590563,0.520201,0.405281,0.390985,0.511651,0.616327,0.482037,0.358350,0.562266,0.732315,0.702331,0.261679,0.417931,0.495813,0.443611,0.391619,0.335555,0.391497,0.627283,0.274775,0.542186,0.550261,0.479904,0.664922,0.527143,0.543957,0.537662,0.466235,0.418553,0.546051,0.463199,0.415513,0.541818,0.423958,0.465267,0.537042,0.565085,0.456242,0.291071,0.472253,0.609586,0.516035,0.571863,0.580017,0.534741,0.663318,0.431825,0.585325,0.482875,0.457557,0.336075,0.370152,0.513159,0.527725,0.495047,0.452315,0.610433,0.606434,0.627369,0.617051,0.645306,0.590218,0.589545,0.382663,0.369501,0.441810,0.337193,0.537064,0.412988,0.583412,0.664499,0.493712,0.543753,0.667670,0.539266,0.455075,0.586248,0.618548,0.538449,0.466799,0.586798,0.542873,0.622786,0.379160,0.495802,0.395188,0.482694,0.389796,0.362465,0.554487,0.368730,0.403515,0.461311,0.573943,0.542447,0.450233,0.518988,0.556546,0.515668,0.482517,0.550334,0.415593,0.588404,0.548827,0.458596,0.663568,0.545003,0.493171,0.527885,0.499062,0.553979,0.363415,0.396597,0.569388,0.430722,0.589921,0.678417,0.420489,0.667275,0.412485,0.400472,0.346304,0.545781,0.686713,0.000000
